source,coach_name,team_name,start_date,end_date,confidence,source_url,source_record_id,role
wikidata_P6087_person_to_team,Miguel Ângelo da Luz,Clube de Regatas do Flamengo,1994-01-01,1996-01-01,0.72,http://www.wikidata.org/entity/statement/Q10329925-ced2bbab-4e49-2fb9-475d-83a3b967844d,Q10329925-ced2bbab-4e49-2fb9-475d-83a3b967844d,head_coach
wikidata_P6087_person_to_team,Miguel Ângelo da Luz,Clube de Regatas do Flamengo,1994-01-01,2002-01-01,0.72,http://www.wikidata.org/entity/statement/Q10329925-ced2bbab-4e49-2fb9-475d-83a3b967844d,Q10329925-ced2bbab-4e49-2fb9-475d-83a3b967844d,head_coach
wikidata_P6087_person_to_team,Miguel Ângelo da Luz,Clube de Regatas do Flamengo,2000-01-01,1996-01-01,0.72,http://www.wikidata.org/entity/statement/Q10329925-ced2bbab-4e49-2fb9-475d-83a3b967844d,Q10329925-ced2bbab-4e49-2fb9-475d-83a3b967844d,head_coach
wikidata_P6087_person_to_team,Miguel Ângelo da Luz,Clube de Regatas do Flamengo,2000-01-01,2002-01-01,0.72,http://www.wikidata.org/entity/statement/Q10329925-ced2bbab-4e49-2fb9-475d-83a3b967844d,Q10329925-ced2bbab-4e49-2fb9-475d-83a3b967844d,head_coach
wikidata_P6087_person_to_team,Jorge Sampaoli,Clube de Regatas do Flamengo,2023-04-14,2023-09-28,0.72,http://www.wikidata.org/entity/statement/Q1089864-ebbc3b42-4254-ae8b-5da4-6129edbb83f3,Q1089864-ebbc3b42-4254-ae8b-5da4-6129edbb83f3,head_coach
wikidata_P6087_person_to_team,Rogério Ceni,Clube de Regatas do Flamengo,2020-01-01,2021-01-01,0.72,http://www.wikidata.org/entity/statement/Q1249859-8231f589-4af1-b6c2-bab0-8911bada9bb6,Q1249859-8231f589-4af1-b6c2-bab0-8911bada9bb6,head_coach
wikidata_P6087_person_to_team,Renato Gaúcho,Clube de Regatas do Flamengo,,,0.58,http://www.wikidata.org/entity/statement/Q1345763-811cd622-4f70-6a36-ad80-aa5e2f8ebc06,Q1345763-811cd622-4f70-6a36-ad80-aa5e2f8ebc06,head_coach
wikidata_P6087_person_to_team,Nelsinho Baptista,Clube de Regatas do Flamengo,2003-01-01,,0.72,http://www.wikidata.org/entity/statement/Q1362325-9865d7c0-4b1a-7b08-07ee-b89fb0e53c3f,Q1362325-9865d7c0-4b1a-7b08-07ee-b89fb0e53c3f,head_coach
wikidata_P6087_person_to_team,Dorival Júnior,Clube de Regatas do Flamengo,2012-01-01,2013-01-01,0.72,http://www.wikidata.org/entity/statement/Q1608978-74304529-4ad8-ef00-2f3b-bd0bce88c502,Q1608978-74304529-4ad8-ef00-2f3b-bd0bce88c502,head_coach
wikidata_P6087_person_to_team,Dorival Júnior,Clube de Regatas do Flamengo,2018-01-01,,0.72,http://www.wikidata.org/entity/statement/Q1608978-72697625-433c-ef6c-167c-b3e93eab7c65,Q1608978-72697625-433c-ef6c-167c-b3e93eab7c65,head_coach
wikidata_P6087_person_to_team,Dorival Júnior,Clube de Regatas do Flamengo,2022-01-01,,0.72,http://www.wikidata.org/entity/statement/Q1608978-199d44cf-4dc1-1f30-a547-2bcc8595ce10,Q1608978-199d44cf-4dc1-1f30-a547-2bcc8595ce10,head_coach
wikidata_P6087_person_to_team,Freddy Rincón,Associação Atlética Flamengo,,,0.58,http://www.wikidata.org/entity/statement/Q225837-dce6f26e-4a4c-fa3b-0f97-9c17ee91693a,Q225837-dce6f26e-4a4c-fa3b-0f97-9c17ee91693a,head_coach
wikidata_P6087_person_to_team,Filipe Luís,Clube de Regatas do Flamengo (categorias de base),2024-01-01,2024-01-01,0.72,http://www.wikidata.org/entity/statement/Q350547-ef47b98c-4395-8250-bce3-a15272496679,Q350547-ef47b98c-4395-8250-bce3-a15272496679,head_coach
wikidata_P6087_person_to_team,Filipe Luís,Clube de Regatas do Flamengo,2024-01-01,,0.72,http://www.wikidata.org/entity/statement/Q350547-38822cf2-4c5a-54fd-3800-47f8fd70097e,Q350547-38822cf2-4c5a-54fd-3800-47f8fd70097e,head_coach
wikidata_P6087_person_to_team,Jaime de Almeida,Clube de Regatas do Flamengo,,,0.58,http://www.wikidata.org/entity/statement/Q3806195-A70A8FF7-6B20-4D45-A964-E1A2477C72CE,Q3806195-A70A8FF7-6B20-4D45-A964-E1A2477C72CE,head_coach
wikidata_P6087_person_to_team,Deivid de Souza,Clube de Regatas do Flamengo,2014-07-01,2015-05-01,0.72,http://www.wikidata.org/entity/statement/Q508316-ea9a24d7-4dc7-85d7-2fe3-ddfeb1f0c506,Q508316-ea9a24d7-4dc7-85d7-2fe3-ddfeb1f0c506,head_coach
wikidata_P6087_person_to_team,Deivid de Souza,Clube de Regatas do Flamengo,2015-04-01,2015-04-01,0.72,http://www.wikidata.org/entity/statement/Q508316-29e0ddbe-4adc-8ee2-eaf1-4c12716b982c,Q508316-29e0ddbe-4adc-8ee2-eaf1-4c12716b982c,head_coach
wikidata_P6087_person_to_team,Jorge Jesus,Clube de Regatas do Flamengo,2019-06-01,2020-07-17,0.72,http://www.wikidata.org/entity/statement/Q527550-30f99617-4e59-5cf4-6d07-ee0503c7d6f1,Q527550-30f99617-4e59-5cf4-6d07-ee0503c7d6f1,head_coach
wikidata_P6087_person_to_team,Evaristo de Macedo,Clube de Regatas do Flamengo,1993-01-01,1995-01-01,0.72,http://www.wikidata.org/entity/statement/Q553061-6f02318d-48fb-e741-c7b0-9df90ab73640,Q553061-6f02318d-48fb-e741-c7b0-9df90ab73640,head_coach
wikidata_P6087_person_to_team,Evaristo de Macedo,Clube de Regatas do Flamengo,1999-01-01,1999-01-01,0.72,http://www.wikidata.org/entity/statement/Q553061-b5d97522-47cc-0483-6e81-4c0d7947c2ee,Q553061-b5d97522-47cc-0483-6e81-4c0d7947c2ee,head_coach
wikidata_P6087_person_to_team,Evaristo de Macedo,Clube de Regatas do Flamengo,2002-01-01,2003-01-01,0.72,http://www.wikidata.org/entity/statement/Q553061-fa6fc077-4dc5-cb13-9dab-c3a99e1dd914,Q553061-fa6fc077-4dc5-cb13-9dab-c3a99e1dd914,head_coach
wikidata_P6087_person_to_team,Modesto Bría,Clube de Regatas do Flamengo,,,0.58,http://www.wikidata.org/entity/statement/Q6889211-240F7194-1F17-40DB-982D-EC7062CB2440,Q6889211-240F7194-1F17-40DB-982D-EC7062CB2440,head_coach
wikidata_P6087_person_to_team,Rogério Lourenço,Clube de Regatas do Flamengo,2010-04-01,2010-08-01,0.72,http://www.wikidata.org/entity/statement/Q7359591-1240c2c8-434f-cc9f-3f49-ad48eeaf2c99,Q7359591-1240c2c8-434f-cc9f-3f49-ad48eeaf2c99,head_coach
wikidata_P6087_person_to_team,Mano Menezes,Clube de Regatas do Flamengo,2013-01-01,,0.72,http://www.wikidata.org/entity/statement/Q81115-bbe8d708-499e-802c-e139-86c2c9ca65dd,Q81115-bbe8d708-499e-802c-e139-86c2c9ca65dd,head_coach
wikidata_P6087_person_to_team,Tite,Clube de Regatas do Flamengo,2023-01-01,,0.72,http://www.wikidata.org/entity/statement/Q40652-5b1ba714-4c5e-3684-0a9b-d7c07c5cd816,Q40652-5b1ba714-4c5e-3684-0a9b-d7c07c5cd816,head_coach
wikidata_P286_team_to_person,Maurício Souza,Clube de Regatas do Flamengo,2021-11-29,2021-12-29,0.72,http://www.wikidata.org/entity/statement/Q17479-ade99162-4a6f-07db-4e21-0b5b6de39dbf,Q17479-ade99162-4a6f-07db-4e21-0b5b6de39dbf,head_coach
wikidata_P286_team_to_person,Jorge Sampaoli,Clube de Regatas do Flamengo,2023-04-17,2023-09-28,0.72,http://www.wikidata.org/entity/statement/Q17479-06b52731-43ed-2abd-c163-0d4892aba784,Q17479-06b52731-43ed-2abd-c163-0d4892aba784,head_coach
wikidata_P286_team_to_person,Rogério Ceni,Clube de Regatas do Flamengo,2020-11-10,2021-07-10,0.72,http://www.wikidata.org/entity/statement/Q17479-39d0f50b-4291-c026-be53-ced13e933f70,Q17479-39d0f50b-4291-c026-be53-ced13e933f70,head_coach
wikidata_P286_team_to_person,Dorival Júnior,Clube de Regatas do Flamengo,2022-06-10,2022-11-25,0.72,http://www.wikidata.org/entity/statement/Q17479-865f5fc3-4e37-1495-9da3-163c56279e2b,Q17479-865f5fc3-4e37-1495-9da3-163c56279e2b,head_coach
wikidata_P286_team_to_person,Domènec Torrent,Clube de Regatas do Flamengo,2020-07-31,2020-11-09,0.72,http://www.wikidata.org/entity/statement/Q17479-dd9e06c9-4878-74c8-4ae1-e9d21ff9b932,Q17479-dd9e06c9-4878-74c8-4ae1-e9d21ff9b932,head_coach
wikidata_P286_team_to_person,Paulo Sousa,Clube de Regatas do Flamengo,2021-12-29,2022-06-10,0.72,http://www.wikidata.org/entity/statement/Q17479-bf8a203a-4d0f-f87e-55f8-32f3972903a8,Q17479-bf8a203a-4d0f-f87e-55f8-32f3972903a8,head_coach
wikidata_P286_team_to_person,Filipe Luís,Clube de Regatas do Flamengo,2024-09-30,2026-03-02,0.72,http://www.wikidata.org/entity/statement/Q17479-36fadbd1-47f9-bdbc-3c8c-3e47c0e4bc8a,Q17479-36fadbd1-47f9-bdbc-3c8c-3e47c0e4bc8a,head_coach
wikidata_P286_team_to_person,Jorge Jesus,Clube de Regatas do Flamengo,2019-06-01,2020-07-17,0.72,http://www.wikidata.org/entity/statement/Q17479-5938ca94-46d3-29f6-25bc-177297e489f0,Q17479-5938ca94-46d3-29f6-25bc-177297e489f0,head_coach
wikidata_P286_team_to_person,Vítor Pereira,Clube de Regatas do Flamengo,2023-01-01,2023-04-10,0.72,http://www.wikidata.org/entity/statement/Q17479-1b5a15cf-4bd9-292b-ef0f-2dbf4dc1e7d4,Q17479-1b5a15cf-4bd9-292b-ef0f-2dbf4dc1e7d4,head_coach
wikidata_P286_team_to_person,Reinaldo Llanta,Clube de Regatas do Flamengo,2017-08-14,2018-01-07,0.72,http://www.wikidata.org/entity/statement/q17479-670BAEE4-C9B6-44B1-B8BE-15B99FB26B2B,q17479-670BAEE4-C9B6-44B1-B8BE-15B99FB26B2B,head_coach
wikidata_P286_team_to_person,Tite,Clube de Regatas do Flamengo,2023-10-09,2024-09-30,0.72,http://www.wikidata.org/entity/statement/Q17479-058603b5-4743-d7f8-6f3e-dc215ebf55a7,Q17479-058603b5-4743-d7f8-6f3e-dc215ebf55a7,head_coach
dbpedia_managerClub,Paulo César Carpegiani,CR Flamengo,,,0.42,http://dbpedia.org/resource/Paulo_César_Carpegiani,http://dbpedia.org/resource/Paulo_César_Carpegiani::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Cândido de Oliveira,CR Flamengo,,,0.42,http://dbpedia.org/resource/Cândido_de_Oliveira,http://dbpedia.org/resource/Cândido_de_Oliveira::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Cláudio Coutinho,CR Flamengo,,,0.42,http://dbpedia.org/resource/Cláudio_Coutinho,http://dbpedia.org/resource/Cláudio_Coutinho::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Fábio Moreno,CR Flamengo,,,0.42,http://dbpedia.org/resource/Fábio_Moreno,http://dbpedia.org/resource/Fábio_Moreno::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Gilmar Popoca,CR Flamengo,,,0.42,http://dbpedia.org/resource/Gilmar_Popoca,http://dbpedia.org/resource/Gilmar_Popoca::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Valdir Espinosa,CR Flamengo,,,0.42,http://dbpedia.org/resource/Valdir_Espinosa,http://dbpedia.org/resource/Valdir_Espinosa::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Paulo Silas,CR Flamengo,,,0.42,http://dbpedia.org/resource/Paulo_Silas,http://dbpedia.org/resource/Paulo_Silas::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Nelson Simões,CR Flamengo,,,0.42,http://dbpedia.org/resource/Nelson_Simões,http://dbpedia.org/resource/Nelson_Simões::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Moacir Pereira,CR Flamengo,,,0.42,http://dbpedia.org/resource/Moacir_Pereira,http://dbpedia.org/resource/Moacir_Pereira::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Waldemar Lemos,CR Flamengo,,,0.42,http://dbpedia.org/resource/Waldemar_Lemos,http://dbpedia.org/resource/Waldemar_Lemos::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Ricardo Gomes,CR Flamengo,,,0.42,http://dbpedia.org/resource/Ricardo_Gomes,http://dbpedia.org/resource/Ricardo_Gomes::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Rodrigo Caio,CR Flamengo,,,0.42,http://dbpedia.org/resource/Rodrigo_Caio,http://dbpedia.org/resource/Rodrigo_Caio::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Modesto Bria,CR Flamengo,,,0.42,http://dbpedia.org/resource/Modesto_Bria,http://dbpedia.org/resource/Modesto_Bria::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Deivid,CR Flamengo,,,0.42,http://dbpedia.org/resource/Deivid,http://dbpedia.org/resource/Deivid::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Marcelo Cabo,CR Flamengo,,,0.42,http://dbpedia.org/resource/Marcelo_Cabo,http://dbpedia.org/resource/Marcelo_Cabo::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Reinaldo Rueda,CR Flamengo,,,0.42,http://dbpedia.org/resource/Reinaldo_Rueda,http://dbpedia.org/resource/Reinaldo_Rueda::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Rodrigo Caetano,CR Flamengo,,,0.42,http://dbpedia.org/resource/Rodrigo_Caetano,http://dbpedia.org/resource/Rodrigo_Caetano::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Sebastião Rocha (football manager),CR Flamengo,,,0.42,http://dbpedia.org/resource/Sebastião_Rocha_(football_manager),http://dbpedia.org/resource/Sebastião_Rocha_(football_manager)::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Washington Rodrigues,CR Flamengo,,,0.42,http://dbpedia.org/resource/Washington_Rodrigues,http://dbpedia.org/resource/Washington_Rodrigues::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Izidor Kürschner,CR Flamengo,,,0.42,http://dbpedia.org/resource/Izidor_Kürschner,http://dbpedia.org/resource/Izidor_Kürschner::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Flávio Costa,CR Flamengo,,,0.42,http://dbpedia.org/resource/Flávio_Costa,http://dbpedia.org/resource/Flávio_Costa::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Dino Sani,CR Flamengo,,,0.42,http://dbpedia.org/resource/Dino_Sani,http://dbpedia.org/resource/Dino_Sani::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Jayme de Almeida,CR Flamengo,,,0.42,http://dbpedia.org/resource/Jayme_de_Almeida,http://dbpedia.org/resource/Jayme_de_Almeida::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,"João Pedro (footballer, born 1989)",CR Flamengo,,,0.42,"http://dbpedia.org/resource/João_Pedro_(footballer,_born_1989)","http://dbpedia.org/resource/João_Pedro_(footballer,_born_1989)::http://dbpedia.org/resource/CR_Flamengo",manager
dbpedia_managerClub,Sídnei Lobo,CR Flamengo,,,0.42,http://dbpedia.org/resource/Sídnei_Lobo,http://dbpedia.org/resource/Sídnei_Lobo::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Joel Santana,CR Flamengo,,,0.42,http://dbpedia.org/resource/Joel_Santana,http://dbpedia.org/resource/Joel_Santana::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Sebastião Lazaroni,CR Flamengo,,,0.42,http://dbpedia.org/resource/Sebastião_Lazaroni,http://dbpedia.org/resource/Sebastião_Lazaroni::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Ney Franco,CR Flamengo,,,0.42,http://dbpedia.org/resource/Ney_Franco,http://dbpedia.org/resource/Ney_Franco::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Sidney Pullen,CR Flamengo,,,0.42,http://dbpedia.org/resource/Sidney_Pullen,http://dbpedia.org/resource/Sidney_Pullen::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Paulo Pereira (footballer),CR Flamengo,,,0.42,http://dbpedia.org/resource/Paulo_Pereira_(footballer),http://dbpedia.org/resource/Paulo_Pereira_(footballer)::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Maurício Barbieri,CR Flamengo,,,0.42,http://dbpedia.org/resource/Maurício_Barbieri,http://dbpedia.org/resource/Maurício_Barbieri::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,"Andrade (footballer, born 1957)",CR Flamengo,,,0.42,"http://dbpedia.org/resource/Andrade_(footballer,_born_1957)","http://dbpedia.org/resource/Andrade_(footballer,_born_1957)::http://dbpedia.org/resource/CR_Flamengo",manager
dbpedia_managerClub,Otto Bumbel,CR Flamengo,,,0.42,http://dbpedia.org/resource/Otto_Bumbel,http://dbpedia.org/resource/Otto_Bumbel::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Armando Renganeschi,CR Flamengo,,,0.42,http://dbpedia.org/resource/Armando_Renganeschi,http://dbpedia.org/resource/Armando_Renganeschi::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Maurício Souza (footballer),CR Flamengo,,,0.42,http://dbpedia.org/resource/Maurício_Souza_(footballer),http://dbpedia.org/resource/Maurício_Souza_(footballer)::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Paulo Autuori,CR Flamengo,,,0.42,http://dbpedia.org/resource/Paulo_Autuori,http://dbpedia.org/resource/Paulo_Autuori::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,"Juan (footballer, born 1979)",CR Flamengo,,,0.42,"http://dbpedia.org/resource/Juan_(footballer,_born_1979)","http://dbpedia.org/resource/Juan_(footballer,_born_1979)::http://dbpedia.org/resource/CR_Flamengo",manager
dbpedia_managerClub,Rogério Ceni,CR Flamengo,,,0.42,http://dbpedia.org/resource/Rogério_Ceni,http://dbpedia.org/resource/Rogério_Ceni::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,"Liminha (footballer, born 1944)",CR Flamengo,,,0.42,"http://dbpedia.org/resource/Liminha_(footballer,_born_1944)","http://dbpedia.org/resource/Liminha_(footballer,_born_1944)::http://dbpedia.org/resource/CR_Flamengo",manager
dbpedia_managerClub,Gérson Andreotti,CR Flamengo,,,0.42,http://dbpedia.org/resource/Gérson_Andreotti,http://dbpedia.org/resource/Gérson_Andreotti::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Mário Braga,CR Flamengo,,,0.42,http://dbpedia.org/resource/Mário_Braga,http://dbpedia.org/resource/Mário_Braga::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Jaime de Almeida  Jaime de Almeida  1,CR Flamengo,,,0.42,http://dbpedia.org/resource/Jaime_de_Almeida__Jaime_de_Almeida__1,http://dbpedia.org/resource/Jaime_de_Almeida__Jaime_de_Almeida__1::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,"Jorginho (footballer, born 1964)  Jorginho  1",CR Flamengo,,,0.42,"http://dbpedia.org/resource/Jorginho_(footballer,_born_1964)__Jorginho__1","http://dbpedia.org/resource/Jorginho_(footballer,_born_1964)__Jorginho__1::http://dbpedia.org/resource/CR_Flamengo",manager
dbpedia_managerClub,Paulo Henrique Filho  Paulo Henrique Filho  1,CR Flamengo,,,0.42,http://dbpedia.org/resource/Paulo_Henrique_Filho__Paulo_Henrique_Filho__1,http://dbpedia.org/resource/Paulo_Henrique_Filho__Paulo_Henrique_Filho__1::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Zé Ricardo,CR Flamengo,,,0.42,http://dbpedia.org/resource/Zé_Ricardo,http://dbpedia.org/resource/Zé_Ricardo::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Iván Palanco,CR Flamengo,,,0.42,http://dbpedia.org/resource/Iván_Palanco,http://dbpedia.org/resource/Iván_Palanco::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,"Carlinhos (footballer, born 1937)",CR Flamengo,,,0.42,"http://dbpedia.org/resource/Carlinhos_(footballer,_born_1937)","http://dbpedia.org/resource/Carlinhos_(footballer,_born_1937)::http://dbpedia.org/resource/CR_Flamengo",manager
dbpedia_managerClub,Carlos Alberto Torres,CR Flamengo,,,0.42,http://dbpedia.org/resource/Carlos_Alberto_Torres,http://dbpedia.org/resource/Carlos_Alberto_Torres::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,"Edinho (footballer, born 1955)",CR Flamengo,,,0.42,"http://dbpedia.org/resource/Edinho_(footballer,_born_1955)","http://dbpedia.org/resource/Edinho_(footballer,_born_1955)::http://dbpedia.org/resource/CR_Flamengo",manager
dbpedia_managerClub,Aílton Ferraz,CR Flamengo,,,0.42,http://dbpedia.org/resource/Aílton_Ferraz,http://dbpedia.org/resource/Aílton_Ferraz::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Vanderlei Luxemburgo,CR Flamengo,,,0.42,http://dbpedia.org/resource/Vanderlei_Luxemburgo,http://dbpedia.org/resource/Vanderlei_Luxemburgo::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Marcos Paquetá,CR Flamengo,,,0.42,http://dbpedia.org/resource/Marcos_Paquetá,http://dbpedia.org/resource/Marcos_Paquetá::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,César Sampaio,CR Flamengo,,,0.42,http://dbpedia.org/resource/César_Sampaio,http://dbpedia.org/resource/César_Sampaio::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,"Paulo Henrique (footballer, born 1943)",CR Flamengo,,,0.42,"http://dbpedia.org/resource/Paulo_Henrique_(footballer,_born_1943)","http://dbpedia.org/resource/Paulo_Henrique_(footballer,_born_1943)::http://dbpedia.org/resource/CR_Flamengo",manager
dbpedia_managerClub,Antônio Lopes,CR Flamengo,,,0.42,http://dbpedia.org/resource/Antônio_Lopes,http://dbpedia.org/resource/Antônio_Lopes::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,"Charlie Williams (footballer, born 1873)",CR Flamengo,,,0.42,"http://dbpedia.org/resource/Charlie_Williams_(footballer,_born_1873)","http://dbpedia.org/resource/Charlie_Williams_(footballer,_born_1873)::http://dbpedia.org/resource/CR_Flamengo",manager
dbpedia_managerClub,Valinhos (footballer),CR Flamengo,,,0.42,http://dbpedia.org/resource/Valinhos_(footballer),http://dbpedia.org/resource/Valinhos_(footballer)::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Marcelo Salles,CR Flamengo,,,0.42,http://dbpedia.org/resource/Marcelo_Salles,http://dbpedia.org/resource/Marcelo_Salles::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Joubert (footballer),CR Flamengo,,,0.42,http://dbpedia.org/resource/Joubert_(footballer),http://dbpedia.org/resource/Joubert_(footballer)::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Léo Júnior,CR Flamengo,,,0.42,http://dbpedia.org/resource/Léo_Júnior,http://dbpedia.org/resource/Léo_Júnior::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Mário Zagallo,CR Flamengo,,,0.42,http://dbpedia.org/resource/Mário_Zagallo,http://dbpedia.org/resource/Mário_Zagallo::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Vinícius Bergantin,CR Flamengo,,,0.42,http://dbpedia.org/resource/Vinícius_Bergantin,http://dbpedia.org/resource/Vinícius_Bergantin::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Ernesto Paulo,CR Flamengo,,,0.42,http://dbpedia.org/resource/Ernesto_Paulo,http://dbpedia.org/resource/Ernesto_Paulo::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,PC Gusmão,CR Flamengo,,,0.42,http://dbpedia.org/resource/PC_Gusmão,http://dbpedia.org/resource/PC_Gusmão::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Rogério Lourenço,CR Flamengo,,,0.42,http://dbpedia.org/resource/Rogério_Lourenço,http://dbpedia.org/resource/Rogério_Lourenço::http://dbpedia.org/resource/CR_Flamengo,manager
dbpedia_managerClub,Manuel Cordeiro,CR Flamengo,,,0.42,http://dbpedia.org/resource/Manuel_Cordeiro,http://dbpedia.org/resource/Manuel_Cordeiro::http://dbpedia.org/resource/CR_Flamengo,manager
